"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX4686500","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3779857","","371.73","1","4421673","885484548","strain","WGS","GENOMIC","RANDOM"
"SRX4686499","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3779859","","239.03","1","2861212","572830529","strain","WGS","GENOMIC","RANDOM"
"SRX4686498","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3779855","","148.72","1","1862733","372513703","strain","WGS","GENOMIC","RANDOM"
"SRX4686497","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3779858","","113.81","1","1294932","258456103","strain","WGS","GENOMIC","RANDOM"
"SRX4686296","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3779654","","314.35","1","3503635","697182971","strain","WGS","GENOMIC","RANDOM"
"SRX4686295","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3779655","","161.21","1","2038319","407742188","strain","WGS","GENOMIC","RANDOM"
"SRX4686294","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3779656","","292.34","1","3369484","674085363","strain","WGS","GENOMIC","RANDOM"
"SRX4686293","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3779653","","252.91","1","2765141","549341449","strain","WGS","GENOMIC","RANDOM"
"SRX4686292","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3779651","","100.46","1","1199103","240597110","strain","WGS","GENOMIC","RANDOM"
"SRX4686291","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3779652","","157.93","1","1879844","376702841","strain","WGS","GENOMIC","RANDOM"
"SRX4685558","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778918","","255.66","1","3096866","618829660","strain","WGS","GENOMIC","RANDOM"
"SRX4685557","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778916","","247.18","1","2846070","568074763","strain","WGS","GENOMIC","RANDOM"
"SRX4685556","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778917","","141.99","1","1775545","355268139","strain","WGS","GENOMIC","RANDOM"
"SRX4685555","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778914","","155.94","1","1778014","355118599","strain","WGS","GENOMIC","RANDOM"
"SRX4685554","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778913","","363.97","1","4491906","892945820","strain","WGS","GENOMIC","RANDOM"
"SRX4685553","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778915","","171.03","1","2049241","410419522","strain","WGS","GENOMIC","RANDOM"
"SRX4685552","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778912","","71.72","1","946277","189772910","strain","WGS","GENOMIC","RANDOM"
"SRX4685551","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778910","","196.22","1","2263709","451315702","strain","WGS","GENOMIC","RANDOM"
"SRX4685549","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778909","","103.43","1","1156197","230860864","strain","WGS","GENOMIC","RANDOM"
"SRX4685548","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778908","","135.18","1","1481459","295318328","strain","WGS","GENOMIC","RANDOM"
"SRX4684804","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778164","","252.52","1","2910717","582188234","strain","WGS","GENOMIC","RANDOM"
"SRX4684803","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778163","","238.97","1","2886698","577489547","strain","WGS","GENOMIC","RANDOM"
"SRX4684802","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3778162","","234.42","1","2617522","524749930","strain","WGS","GENOMIC","RANDOM"
"SRX4684069","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777429","","192.75","1","2406622","479672026","strain","WGS","GENOMIC","RANDOM"
"SRX4684068","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777427","","218.27","1","2842251","570357375","strain","WGS","GENOMIC","RANDOM"
"SRX4684067","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777428","","234.78","1","2976411","596571600","strain","WGS","GENOMIC","RANDOM"
"SRX4684066","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777426","","227.52","1","2392721","477675899","strain","WGS","GENOMIC","RANDOM"
"SRX4684065","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777425","","180.85","1","2107007","410127503","strain","WGS","GENOMIC","RANDOM"
"SRX4684064","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777424","","180.96","1","2221602","444087476","strain","WGS","GENOMIC","RANDOM"
"SRX4684063","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777421","","145.57","1","1829540","366544037","strain","WGS","GENOMIC","RANDOM"
"SRX4684062","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777423","","184.35","1","2076468","416022904","strain","WGS","GENOMIC","RANDOM"
"SRX4684061","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777422","","192.21","1","2462788","493813257","strain","WGS","GENOMIC","RANDOM"
"SRX4684060","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777418","","186.71","1","2301426","459598235","strain","WGS","GENOMIC","RANDOM"
"SRX4684059","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777419","","174.38","1","2012968","403745103","strain","WGS","GENOMIC","RANDOM"
"SRX4684058","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777420","","161.14","1","1996252","399844229","strain","WGS","GENOMIC","RANDOM"
"SRX4684057","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777416","","168.78","1","2142754","429899333","strain","WGS","GENOMIC","RANDOM"
"SRX4684056","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777417","","58.44","1","658412","131521076","strain","WGS","GENOMIC","RANDOM"
"SRX4684055","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777415","","181.01","1","2048693","410139363","strain","WGS","GENOMIC","RANDOM"
"SRX4684054","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777414","","198.86","1","2241533","449470970","strain","WGS","GENOMIC","RANDOM"
"SRX4684053","","Shigella dysenteriae","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777413","","167.15","1","2195573","440454582","strain","WGS","GENOMIC","RANDOM"
"SRX4684052","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777412","","170.47","1","1970735","393029918","strain","WGS","GENOMIC","RANDOM"
"SRX4684051","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777411","","181.71","1","2117482","424386706","strain","WGS","GENOMIC","RANDOM"
"SRX4684050","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777409","","195.89","1","2296890","459521513","strain","WGS","GENOMIC","RANDOM"
"SRX4684049","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777410","","160.17","1","1763274","352896876","strain","WGS","GENOMIC","RANDOM"
"SRX4684048","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777407","","175.88","1","2105560","421562502","strain","WGS","GENOMIC","RANDOM"
"SRX4684047","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777408","","186.24","1","2266752","454690255","strain","WGS","GENOMIC","RANDOM"
"SRX4684046","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777406","","167.38","1","1878191","376087043","strain","WGS","GENOMIC","RANDOM"
"SRX4684045","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777403","","153.35","1","1736427","345949028","strain","WGS","GENOMIC","RANDOM"
"SRX4684044","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777405","","145.71","1","1607628","322168171","strain","WGS","GENOMIC","RANDOM"
"SRX4684043","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777404","","159.42","1","1824602","365463665","strain","WGS","GENOMIC","RANDOM"
"SRX4684042","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777402","","156.37","1","1794262","359490887","strain","WGS","GENOMIC","RANDOM"
"SRX4684041","","Shigella sonnei","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777401","","136.67","1","1591547","318978280","strain","WGS","GENOMIC","RANDOM"
"SRX4684040","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777400","","162.4","1","1841482","367435586","strain","WGS","GENOMIC","RANDOM"
"SRX4684039","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777397","","158.03","1","1783161","356540199","strain","WGS","GENOMIC","RANDOM"
"SRX4684038","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777399","","158.98","1","2108414","422689320","strain","WGS","GENOMIC","RANDOM"
"SRX4684037","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777398","","105.37","1","1379705","276735270","strain","WGS","GENOMIC","RANDOM"
"SRX4684036","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777396","","117.85","1","1581235","316945373","strain","WGS","GENOMIC","RANDOM"
"SRX4684035","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777395","","147.63","1","1741154","348746224","strain","WGS","GENOMIC","RANDOM"
"SRX4684034","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777394","","130.12","1","1483987","297206290","strain","WGS","GENOMIC","RANDOM"
"SRX4684033","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777393","","151.86","1","1706357","342379747","strain","WGS","GENOMIC","RANDOM"
"SRX4684032","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777392","","157.03","1","1820859","363702777","strain","WGS","GENOMIC","RANDOM"
"SRX4684031","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3777391","","127.56","1","1496875","299652176","strain","WGS","GENOMIC","RANDOM"
"SRX4683298","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3776657","","149.9","1","1723205","345272173","strain","WGS","GENOMIC","RANDOM"
"SRX4683297","","Shigella flexneri","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3776658","","139.43","1","1629818","326815136","strain","WGS","GENOMIC","RANDOM"
"SRX4683296","","Escherichia coli","Illumina HiSeq 2500","PHE","SRP071789","Routine surveillance of E. coli and Shigella by Public Health England","SRS3776654","","123.64","1","1345974","269833022","strain","WGS","GENOMIC","RANDOM"
