Experiment.Accession,Experiment.Title,Organism.Name,Instrument,Submitter,Study.Accession,Study.Title,Sample.Accession,Sample.Title,Total.Size..Mb,Total.RUNs,Total.Spots,Total.Bases,Library.Name,Library.Strategy,Library.Source,Library.Selection
SRX4678038,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771835,NA,122.48,1,1514939,303084958,strain,WGS,GENOMIC,RANDOM
SRX4678034,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771831,NA,232.17,1,2614345,523288113,strain,WGS,GENOMIC,RANDOM
SRX4678033,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771830,NA,221.53,1,2913284,583428676,strain,WGS,GENOMIC,RANDOM
SRX4678032,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771829,NA,144.47,1,1799978,360294917,strain,WGS,GENOMIC,RANDOM
SRX4678028,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771825,NA,185.7,1,2331912,467207984,strain,WGS,GENOMIC,RANDOM
SRX4678018,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771817,NA,211.47,1,2438811,484614447,strain,WGS,GENOMIC,RANDOM
SRX4678012,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771811,NA,154.04,1,2067497,413020568,strain,WGS,GENOMIC,RANDOM
SRX4678004,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771804,NA,208.68,1,2217214,443890780,strain,WGS,GENOMIC,RANDOM
SRX4677960,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771759,NA,258.26,1,2842756,569079038,strain,WGS,GENOMIC,RANDOM
SRX4677958,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771757,NA,151.51,1,1721157,344798924,strain,WGS,GENOMIC,RANDOM
SRX4677954,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771753,NA,286.24,1,3291980,652014043,strain,WGS,GENOMIC,RANDOM
SRX4677946,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771746,NA,296.26,1,3375351,677045136,strain,WGS,GENOMIC,RANDOM
SRX4677944,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771744,NA,299.57,1,3426055,686812585,strain,WGS,GENOMIC,RANDOM
SRX4677943,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771743,NA,138.23,1,1688283,337762208,strain,WGS,GENOMIC,RANDOM
SRX4677942,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771742,NA,345.23,1,4101568,821552732,strain,WGS,GENOMIC,RANDOM
SRX4677940,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771740,NA,243.69,1,3012377,603618269,strain,WGS,GENOMIC,RANDOM
SRX4677939,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771738,NA,240.05,1,2641082,528185066,strain,WGS,GENOMIC,RANDOM
SRX4677938,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771739,NA,314.88,1,3716412,743594504,strain,WGS,GENOMIC,RANDOM
SRX4677936,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771736,NA,221.78,1,2841943,568548217,strain,WGS,GENOMIC,RANDOM
SRX4677933,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771732,NA,162.48,1,1915110,377780886,strain,WGS,GENOMIC,RANDOM
SRX4677932,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771734,NA,209.04,1,2361177,473302321,strain,WGS,GENOMIC,RANDOM
SRX4677931,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771731,NA,194.14,1,2515879,503857660,strain,WGS,GENOMIC,RANDOM
SRX4677930,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771730,NA,177.45,1,2013959,402911013,strain,WGS,GENOMIC,RANDOM
SRX4677929,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771729,NA,182.82,1,2389690,477992841,strain,WGS,GENOMIC,RANDOM
SRX4677928,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771727,NA,172.88,1,2038173,408966369,strain,WGS,GENOMIC,RANDOM
SRX4677926,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771726,NA,201.03,1,2566469,513496603,strain,WGS,GENOMIC,RANDOM
SRX4677922,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771723,NA,205.69,1,2320408,464102909,strain,WGS,GENOMIC,RANDOM
SRX4677920,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771720,NA,210.1,1,2328242,466008252,strain,WGS,GENOMIC,RANDOM
SRX4677919,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771719,NA,129.71,1,1461130,292629142,strain,WGS,GENOMIC,RANDOM
SRX4677917,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771716,NA,182.85,1,2174520,435463121,strain,WGS,GENOMIC,RANDOM
SRX4677914,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771712,NA,196.78,1,2464606,492381943,strain,WGS,GENOMIC,RANDOM
SRX4677909,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771709,NA,207.14,1,2371325,475274416,strain,WGS,GENOMIC,RANDOM
SRX4677905,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771706,NA,185.65,1,2015249,404211550,strain,WGS,GENOMIC,RANDOM
SRX4677904,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771704,NA,144.38,1,1905432,382060982,strain,WGS,GENOMIC,RANDOM
SRX4677903,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771705,NA,179.4,1,2252709,450719655,strain,WGS,GENOMIC,RANDOM
SRX4677901,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771702,NA,163.12,1,1990667,394384442,strain,WGS,GENOMIC,RANDOM
SRX4677897,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771697,NA,150.15,1,1798049,360105472,strain,WGS,GENOMIC,RANDOM
SRX4677896,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771698,NA,171.04,1,1920064,384839168,strain,WGS,GENOMIC,RANDOM
SRX4677895,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771695,NA,127.08,1,1522319,304986068,strain,WGS,GENOMIC,RANDOM
SRX4677894,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771694,NA,141.07,1,1768258,353714901,strain,WGS,GENOMIC,RANDOM
SRX4677893,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771693,NA,118.29,1,1344696,269437440,strain,WGS,GENOMIC,RANDOM
SRX4677891,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771691,NA,150.91,1,1868773,374315066,strain,WGS,GENOMIC,RANDOM
SRX4677890,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771690,NA,165.53,1,1804745,362071110,strain,WGS,GENOMIC,RANDOM
SRX4677888,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771688,NA,135.11,1,1782362,356948223,strain,WGS,GENOMIC,RANDOM
SRX4677887,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771687,NA,127.65,1,1526741,306327242,strain,WGS,GENOMIC,RANDOM
SRX4677886,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771696,NA,110.81,1,1442030,289110558,strain,WGS,GENOMIC,RANDOM
SRX4677885,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771685,NA,139.87,1,1657254,332360483,strain,WGS,GENOMIC,RANDOM
SRX4677884,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771686,NA,116.2,1,1282097,257263460,strain,WGS,GENOMIC,RANDOM
SRX4677882,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771684,NA,57.72,1,609164,121267820,strain,WGS,GENOMIC,RANDOM
SRX4677880,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771681,NA,72.5,1,817157,162717227,strain,WGS,GENOMIC,RANDOM
SRX4677879,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3771680,NA,58.06,1,601992,119907946,strain,WGS,GENOMIC,RANDOM
SRX4520711,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639084,NA,171.34,1,2138366,428534214,579234,WGS,GENOMIC,RANDOM
SRX4520710,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639083,NA,189.21,1,2373953,475747889,579296,WGS,GENOMIC,RANDOM
SRX4520709,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639082,NA,184.58,1,2282407,457716829,582249,WGS,GENOMIC,RANDOM
SRX4520708,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639081,NA,237.14,1,2895231,579599266,581282,WGS,GENOMIC,RANDOM
SRX4520707,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639080,NA,259.25,1,3282654,656472386,579238,WGS,GENOMIC,RANDOM
SRX4520706,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639079,NA,199.73,1,2521665,505573055,582310,WGS,GENOMIC,RANDOM
SRX4520705,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639078,NA,200.35,1,2491343,497131688,581284,WGS,GENOMIC,RANDOM
SRX4520704,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639077,NA,216.54,1,2681532,537958571,582233,WGS,GENOMIC,RANDOM
SRX4520692,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639064,NA,139.91,1,1607758,321373224,579118,WGS,GENOMIC,RANDOM
SRX4520691,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639063,NA,247.55,1,2677616,535967345,579957,WGS,GENOMIC,RANDOM
SRX4520690,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639062,NA,151.31,1,1603825,321193759,579956,WGS,GENOMIC,RANDOM
SRX4520689,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639065,NA,152.24,1,1868832,375092341,579235,WGS,GENOMIC,RANDOM
SRX4520688,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639061,NA,153.68,1,1881822,377857167,582248,WGS,GENOMIC,RANDOM
SRX4520687,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639060,NA,169.96,1,2082078,417794477,582256,WGS,GENOMIC,RANDOM
SRX4520686,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639058,NA,78.2,1,1014826,203639925,580451,WGS,GENOMIC,RANDOM
SRX4520685,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3639059,NA,156.9,1,1766944,354049221,579119,WGS,GENOMIC,RANDOM
SRX4453987,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592443,NA,202.41,1,2146723,429799275,455108,WGS,GENOMIC,RANDOM
SRX4453986,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592442,NA,151.06,1,1568303,314373861,455108,WGS,GENOMIC,RANDOM
SRX4453985,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592441,NA,192.91,1,2377770,474361815,455108,WGS,GENOMIC,RANDOM
SRX4453983,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592439,NA,150.35,1,1861384,373197250,455108,WGS,GENOMIC,RANDOM
SRX4453982,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592438,NA,284.04,1,3205291,641364138,455108,WGS,GENOMIC,RANDOM
SRX4453980,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592436,NA,187.57,1,2160401,432824414,455108,WGS,GENOMIC,RANDOM
SRX4453976,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592432,NA,187.12,1,2176658,434275073,455108,WGS,GENOMIC,RANDOM
SRX4453975,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592431,NA,188.36,1,2320617,464622260,455108,WGS,GENOMIC,RANDOM
SRX4453973,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592429,NA,153.62,1,1782115,357328459,455108,WGS,GENOMIC,RANDOM
SRX4453972,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592428,NA,185.22,1,2147073,430631893,455108,WGS,GENOMIC,RANDOM
SRX4453970,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592425,NA,164.05,1,1753017,351539042,455108,WGS,GENOMIC,RANDOM
SRX4453968,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592424,NA,280.94,1,3183414,638193362,455108,WGS,GENOMIC,RANDOM
SRX4453967,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592423,NA,178.82,1,2226673,445710876,455108,WGS,GENOMIC,RANDOM
SRX4453966,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592422,NA,149.56,1,1829991,367112683,455108,WGS,GENOMIC,RANDOM
SRX4453963,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592419,NA,178.56,1,2048856,410883049,455108,WGS,GENOMIC,RANDOM
SRX4453962,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592418,NA,177.41,1,1890027,379070369,455108,WGS,GENOMIC,RANDOM
SRX4453961,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592417,NA,166.9,1,1780738,356332016,455108,WGS,GENOMIC,RANDOM
SRX4453960,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592415,NA,179.77,1,2215393,441758627,455108,WGS,GENOMIC,RANDOM
SRX4453959,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592416,NA,140.79,1,1633960,326792976,455108,WGS,GENOMIC,RANDOM
SRX4453958,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592414,NA,166.81,1,2060135,412553816,455108,WGS,GENOMIC,RANDOM
SRX4453956,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592412,NA,216.4,1,2505844,502110281,455108,WGS,GENOMIC,RANDOM
SRX4453955,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592411,NA,137.19,1,1455397,291304724,455108,WGS,GENOMIC,RANDOM
SRX4453953,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592410,NA,232.4,1,2695030,540346486,455108,WGS,GENOMIC,RANDOM
SRX4453952,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592408,NA,232.04,1,2864564,573689498,455108,WGS,GENOMIC,RANDOM
SRX4453951,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592407,NA,195.74,1,2269238,454955143,455108,WGS,GENOMIC,RANDOM
SRX4453949,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592405,NA,80.02,1,912251,182866417,455108,WGS,GENOMIC,RANDOM
SRX4453948,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592404,NA,202.72,1,2459276,492666803,455108,WGS,GENOMIC,RANDOM
SRX4453946,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592402,NA,104.53,1,1163607,232828084,455108,WGS,GENOMIC,RANDOM
SRX4453945,,Escherichia coli,Illumina HiSeq 2500,PHE,SRP071789,Routine surveillance of E. coli and Shigella by Public Health England,SRS3592401,NA,180.47,1,2204272,441976833,455108,WGS,GENOMIC,RANDOM
